"","GENUS_SPECIES"
"25781","Pipilo maculatus"
"25782","Piranga flava"
"25783","Piranga ludoviciana"
"25784","Psaltriparus minimus"
"25785","Selasphorus platycercus"
"25786","Sialia mexicana"
"25787","Sitta canadensis"
"25788","Sitta pygmaea"
"25789","Spizella atrogularis"
"25790","Tachycineta thalassina"
"25791","Tyrannus vociferans"
"25792","Vermivora virginiae"
"25793","Vireo gilvus"
"25794","Vireo huttoni"
"25795","Vireo plumbeus"
"25796","Ammodramus maritimus"
"25797","Gymnorhinus cyanocephalus"
"25798","Sialia currucoides"
"25799","Riparia riparia"
"25800","Buteo regalis"
"25801","Bombycilla cedrorum"
"25802","Empidonax hammondii"
"25803","Myadestes townsendi"
"25804","Oporornis tolmiei"
"25805","Pica pica"
"25806","Pipilo chlorurus"
"25807","Regulus calendula"
"25808","Setophaga coronata"
"25809","Sphyrapicus nuchalis"
"25810","Vermivora celata"
"25811","Euonymus javanicus"
"25812","Vermivora chrysoptera"
"25813","Baeolophus inornatus"
"25814","Callipepla californica"
"25815","Calypte anna"
"25816","Carduelis lawrencei"
"25817","Chamaea fasciata"
"25818","Empidonax difficilis"
"25819","Oreortyx pictus"
"25820","Otus kennicottii"
"25821","Parus rufescens"
"25822","Passerina amoena"
"25823","Pica nuttalli"
"25824","Picoides nuttallii"
"25825","Pipilo crissalis"
"25826","Sayornis nigricans"
"25827","Toxostoma redivivum"
"25828","Vireo cassinii"
"25829","Tachycineta bicolor"
"25830","Vireo solitarius"
"25831","Phasianus colchicus"
"25832","Xanthocephalus xanthocephalus"
"25833","Circus cyaneus"
"25834","Dendroica pensylvanica"
"25835","Tympanuchus pallidicinctus"
"25836","Empidonax traillii"
"25837","Accipiter cooperii"
"25838","Carpodacus cassinii"
"25839","Catherpes mexicanus"
"25840","Contopus borealis"
"25841","Hesperiphona vespertina"
"25842","Passerella iliaca"
"25843","Picoides albolarvatus"
"25844","Regulus satrapa"
"25845","Sphyrapicus ruber"
"25846","Stellula calliope"
"25847","Vermivora ruficapilla"
"25848","Zonotrichia leucophrys"
"25849","Calamospiza melanocorys"
"25850","Elanus leucurus"
"25851","Ammodramus henslowii"
"25852","Cistothorus palustris"
"25853","Haliaeetus leucocephalus"
"25854","Aquila chrysaetos"
"25855","Nucifraga columbiana"
"25856","Parus atricapillus"
"25857","Glaucidium californicum"
"25858","Seiurus noveboracensis"
"25859","Cypseloides niger"
"25860","Passerculus sandwichensis"
"25861","Selasphorus sasin"
"25862","Empidonax oberholseri"
"25863","Melanerpes lewis"
"25864","Melospiza georgiana"
"25865","Cistothorus platensis"
"25866","Dolichonyx oryzivorus"
"25867","Empidonax alnorum"
"25868","Wilsonia canadensis"
"25869","Passer montanus"
"25870","Agelaius tricolor"
"25871","Cinclus mexicanus"
"25872","Falco mexicanus"
"25873","Amphispiza belli"
"25874","Empidonax wrightii"
"25875","Oreoscoptes montanus"
"25876","Phalaenoptilus nuttallii"
"25877","Oporornis philadelphia"
"25878","Zonotrichia albicollis"
"25879","Asio flammeus"
"25880","Selasphorus rufus"
"25881","Perdix perdix"
"25882","Falco columbarius"
"25883","Chaetura vauxi"
"25884","Empidonax flaviventris"
"25885","Vermivora peregrina"
"25886","Dendroica striata"
"25887","Spizella pallida"
"25888","Melospiza lincolnii"
"25889","Dendroica tigrina"
"25890","Tympanuchus cupido"
"25891","Parus hudsonicus"
"25892","Dendragapus obscurus"
"25893","Dendroica palmarum"
"25894","Dendroica castanea"
"25895","Perisoreus canadensis"
"25896","Oporornis agilis"
"25897","Tympanuchus phasianellus"
"25898","Zoothera naevia"
"25899","Loxia leucoptera"
"25900","Calcarius ornatus"
"25901","Dendragapus canadensis"
"25902","Alectoris chukar"
"25903","Pinicola enucleator"
"25904","Ammodramus leconteii"
"25905","Ammodramus bairdii"
"25906","Anthus spragueii"
"25907","Cardinalis sinuatus"
"25908","Crotophaga sulcirostris"
"25909","Leptotila verreauxi"
"25910","Pitangus sulphuratus"
"25911","Aphelocoma ultramarina"
"25912","Myiarchus tuberculifer"
"25913","Picoides arizonae"
"25914","Tyrannus crassirostris"
"25915","Toxostoma bendirei"
"25916","Aimophila carpalis"
"25917","Passerina versicolor"
"25918","Calypte costae"
"25919","Toxostoma lecontei"
"25920","Sphyrapicus thyroideus"
"25921","Centrocercus minimus"
"25922","Centrocercus urophasianus"
"25923","Ammodramus nelsoni"
"25924","Nyctidromus albicollis"
"25925","Asturina plagiata"
"25926","Vireo vicinior"
"25927","Tyto alba"
"25928","Picoides arcticus"
"25929","Catharus bicknelli"
"25930","Calcarius mccownii"
"25931","Cynanthus latirostris"
"25932","Micrathene whitneyi"
"25933","Myiodynastes luteiventris"
"25934","Pipilo aberti"
"25935","Accipiter gentilis"
"25936","Picoides dorsalis"
"25937","Aimophila botterii"
"25938","Strix occidentalis"
"25939","Aegolius acadicus"
"25940","Strix nebulosa"
"25941","Polyborus plancus"
"25942","Otus flammeolus"
"25943","Asio otus"
"25944","Bombycilla garrulus"
"25945","Surnia ulula"
"25946","Cyanocorax yncas"
"25947","Ortalis vetula"
"25948","Cyrtonyx montezumae"
"25949","Poecile "
"25950","Carduelis flammea"
"25951","Ammodramus caudacutus"
"25952","Myiopsitta monachus"
"25953","Corvus caurinus"
"25954","Amazilia yucatanensis"
"25955","Buteo albonotatus"
"25956","Parabuteo unicinctus"
"25957","Amazilia violiceps"
"25958","Buteo lagopus"
"25959","Peucedramus taeniatus"
"25960","Contopus pertinax"
"25961","Molothrus bonariensis"
"25962","Catharus minimus"
"25963","Hirundo fulva"
"25964","Tyrannus melancholicus"
"25965","Rostrhamus sociabilis"
"25966","Vireo atricapillus"
"25967","Trogon elegans"
"25968","Spirobranchus "
"25969","Lichen "
"25970","Rhodophyceae "
"25971","Flowering plants"
"25972","Moss "
"25973","Saccharina latissima"
"25974","Red films"
"25975","Oil "
"25976","Leathesia marina"
"25977","Vertebrata lanosa"
"25978","Anaptychia fusca"
"25979","Parmelia "
"25980","Bangia "
"25981","Botrylloides leachii"
"25982","Red staining"
"25983","Green staining"
"25984","Cyanophycota "
"25985","Patella pellucida"
"25986","Oshurkovia littoralis"
"25987","Pyrenocollema halodytes"
"25988","Rust crust"
"25989","Littorina fabalis"
"25990","Furcellaria "
"25991","Tilopteris "
"25992","Plantago maritima"
"25993","Lecanora helicopis"
"25994","Festuca rubra"
"25995","Hymeniacidon perlevis"
"25996","Halisarca dujardinii"
"25997","Mixed algal"
"25998","Sycon ciliatum"
"25999","Laurencia pyramidalis"
"26000","Dictyopteris polypodioides"
"26001","Orange blobs"
"26002","Aplidium turbinatum"
"26003","Caloplaca microthallina"
"26004","Stalked jellyfish"
"26005","Alepocephalus bicolor"
"26006","Astronesthes lucifer"
"26007","Bathymyrus simus"
"26008","Cubiceps whiteleggii"
"26009","Doederleinia berycoides"
"26010","Gadella jordani"
"26011","Galeus sauteri"
"26012","Lestrolepis japonica"
"26013","Neobythites unimaculatus"
"26014","Neoscopelus microchir"
"26015","Ruvettus pretiosus"
"26016","Saurenchelys fierasfer"
"26017","Synagrops japonicus"
"26018","Acropoma hanedai"
"26019","Atrobucca nibe"
"26020","Aulotrachichthys prosthemius"
"26021","Bregmaceros japonicus"
"26022","Chimaera phantasma"
"26023","Coelorinchus formosanus"
"26024","Eridacnis radcliffei"
"26025","Etmopterus splendidus"
"26026","Gen Sp"
"26027","Harpadon microchir"
"26028","Howella zina"
"26029","Lepidotrigla alata"
"26030","Malakichthys wakiyae"
"26031","Squalus japonicus"
"26032","Symphurus strictus"
"26033","Trachurus japonicus"
"26034","Acropoma japonicum"
"26035","Branchiostegus auratus"
"26036","Chlorophthalmus nigromarginatus"
"26037","Cirrhoscyllium expolitum"
"26038","Ophichthus apicalis"
"26039","Psenopsis anomala"
"26040","Pterygotrigla hemisticta"
"26041","Apristurus platyrhynchus"
"26042","Aseraggodes kobensis"
"26043","Coelorinchus cingulatus"
"26044","Coelorinchus kishinouyei"
"26045","Coelorinchus multispinulosus"
"26046","Coryphaenoides marginatus"
"26047","Etmopterus brachyurus"
"26048","Gavialiceps taiwanensis"
"26049","Gephyroberyx japonicus"
"26050","Lepidotrigla hime"
"26051","Neobythites sivicola"
"26052","Neobythites stigmosus"
"26053","Notacanthus abbotti"
"26054","Physiculus japonicus"
"26055","Ateleopus japonicus"
"26056","Bembras japonica"
"26057","Chaunax fimbriatus"
"26058","Evynnis tumifrons"
"26059","Gnathophis heterognathos"
"26060","Halieutaea fumosa"
"26061","Helicolenus hilgendorfii"
"26062","Hoplichthys langsdorfii"
"26063","Japonolaeops dentatus"
"26064","Lepidotrigla guentheri"
"26065","Neolaeops microphthalmus"
"26066","Okamejei kenojei"
"26067","Parapercis multifasciata"
"26068","Parapercis sexfasciata"
"26069","Peristedion orientale"
"26070","Pseudorhombus pentophthalmus"
"26071","Samariscus latus"
"26072","Urolophus aurantiacus"
"26073","Callionymus huguenini"
"26074","Callionymus planus"
"26075","Dasyatis akajei"
"26076","Gymnothorax reticularis"
"26077","Lagocephalus gloveri"
"26078","Apogon striatus"
"26079","Eubleekeria splendens"
"26080","Nemipterus japonicus"
"26081","Arnoglossus polyspilus"
"26082","Callionymus curvicornis"
"26083","Cynoglossus arel"
"26084","Cynoglossus lida"
"26085","Cynoglossus suyeni"
"26086","Engyprosopon multisquama"
"26087","Liachirus melanospilos"
"26088","Parabothus chlorospilus"
"26089","Upeneus quadrilineatus"
"26090","Johnius macrorhynus"
"26091","Uranoscopus japonicus"
"26092","Uranoscopus oligolepis"
"26093","Callionymus japonicus"
"26094","Chaetodon auripes"
"26095","Photopectoralis bindus"
"26096","Pisodonophis cancrivorus"
"26097","Pseudorhombus levisquamis"
"26098","Ratabulus megacephalus"
"26099","Xyrichtys verrens"
"26100","Equulites elongatus"
"26101","Hippocampus kuda"
"26102","Nuchequula nuchalis"
"26103","Paratrypauchen microcephalus"
"26104","Parupeneus spilurus"
"26105","Saurida elongata"
"26106","Sillago asiatica"
"26107","Cynoglossus interruptus"
"26108","Cynoglossus puncticeps"
"26109","Grammoplites scaber"
"26110","Myersina filifer"
"26111","Paralichthys olivaceus"
"26112","Arnoglossus tenuis"
"26113","Branchiostegus japonicus"
"26114","Callionymus formosanus"
"26115","Champsodon snyderi"
"26116","Chaunax abei"
"26117","Erisphex pottii"
"26118","Hime japonica"
"26119","Okamejei meerdervoortii"
"26120","Triacanthodes anomalus"
"26121","Acanthocepola limbata"
"26122","Apristurus longicephalus"
"26123","Apristurus macrorhynchus"
"26124","Coelorinchus productus"
"26125","Coryphaenoides nasutus"
"26126","Crossorhombus kobensis"
"26127","Diaphus schmidti"
"26128","Diaphus suborbitalis"
"26129","Diaphus watasei"
"26130","Ectreposebastes imus"
"26131","Engyprosopon longipelvis"
"26132","Eptatretus burgeri"
"26133","Erisphex simplex"
"26134","Etmopterus molleri"
"26135","Gonorynchus abbreviatus"
"26136","Hexatrygon bickelli"
"26137","Hoplostethus crassispinus"
"26138","Lagocephalus lagocephalus"
"26139","Monomitopus kumae"
"26140","Monomitopus pallidus"
"26141","Ocosia spinosa"
"26142","Physiculus chigodarana"
"26143","Physiculus nigripinnis"
"26144","Pterois lunulata"
"26145","Repomucenus lunatus"
"26146","Repomucenus virgis"
"26147","Xenodermichthys nodulosus"
"26148","Coelorinchus anatirostris"
"26149","Coelorinchus gilberti"
"26150","Coelorinchus jordani"
"26151","Etmopterus unicolor"
"26152","Sigmops gracilis"
"26153","Cynoglossus itinus"
"26154","Laeops kitaharae"
"26155","Lepidotrigla japonica"
"26156","Pseudorhombus oculocirris"
"26157","Suggrundus meerdervoortii"
"26158","Synodus ulae"
"26159","Argentina kagoshimae"
"26160","Bathycallionymus kaianus"
"26161","Branchiostegus argentatus"
"26162","Conger cinereus"
"26163","Decapterus maruadsi"
"26164","Dipturus kwangtungensis"
"26165","Hemitriakis japanica"
"26166","Mustelus manazo"
"26167","Neomerinthe procurva"
"26168","Ocosia fasciata"
"26169","Okamejei acutispina"
"26170","Parabembras curtus"
"26171","Pennahia macrocephalus"
"26172","Proscyllium habereri"
"26173","Pseudaesopia japonica"
"26174","Scorpaena izensis"
"26175","Sphyraena japonica"
"26176","Chelidonichthys ischyrus"
"26177","Coelorinchus kamoharai"
"26178","Coelorinchus longissimus"
"26179","Cynoglossus nigropinnatus"
"26180","Dipturus tengu"
"26181","Halieutaea fitzsimonsi"
"26182","Malthopsis annulifera"
"26183","Parapercis aurantiaca"
"26184","Parapristipoma trilineatum"
"26185","Pseudorhombus cinnamoneus"
"26186","Scorpaena miostoma"
"26187","Hippocampus trimaculatus"
"26188","Minous pusillus"
"26189","Minous quincarinatus"
"26190","Paraplagusia blochii"
"26191","Neosebastes entaxis"
"26192","Okamejei hollandi"
"26193","Ostichthys hypsipterygion"
"26194","parascorpaena mossambica"
"26195","Cheilodactylus quadricornis"
"26196","Chelidoperca pleurospilus"
"26197","Choerodon azurio"
"26198","Gymnothorax prionodon"
"26199","Narke japonica"
"26200","Parapercis muronis"
"26201","Scorpaena hatizyoensis"
"26202","Snyderina yamanokami"
"26203","Stephanolepis cirrhifer"
"26204","Coelorinchus asteroides"
"26205","Diaphus knappi"
"26206","Pentaceros japonicus"
"26207","Acanthopagrus latus"
"26208","Carangoides armatus"
"26209","Ephippus orbis"
"26210","Gerres macracanthus"
"26211","Himantura gerrardi"
"26212","Lagocephalus wheeleri"
"26213","Leiognathus berbis"
"26214","Pennahia argentata"
"26215","Pennahia pawak"
"26216","Plectorhinchus cinctus"
"26217","Pseudorhombus oligodon"
"26218","Rhabdosargus sarba"
"26219","Saurida sp2"
"26220","Saurida wanieso"
"26221","Secutor ruconius"
"26222","Sillago japonica"
"26223","Tarphops oligolepis"
"26224","Acanthopagrus schlegelii"
"26225","Alepes kleinii"
"26226","Scomberomorus guttatus"
"26227","Alepes djedaba"
"26228","Apogonichthyoides nigripinnis"
"26229","Equulites lineolatus"
"26230","Pegasus laternarius"
"26231","Scomberomorus niphonius"
"26232","Trachyrhamphus serratus"
"26233","Arius maculatus"
"26234","Ilisha melastoma"
"26235","Lepturacanthus savala"
"26236","Platyrhina sinensis"
"26237","Plicofollis nella"
"26238","Evynnis cardinalis"
"26239","Saurida sp1"
"26240","Apogon doederleini"
"26241","Apogon ellioti"
"26242","Apogonichthyoides niger"
"26243","Dendrochirus bellus"
"26244","Gerres oblongus"
"26245","Halaelurus buergeri"
"26246","Parascolopsis inermis"
"26247","Pleuranacanthus sceleratus"
"26248","Rhinobatos schlegelii"
"26249","Scorpaenopsis neglecta"
"26250","Xyrichtys dea"
"26251","Neotrygon kuhlii"
"26252","Crossorhombus kanekonis"
"26253","Orectolobus japonicus"
"26254","Paramonacanthus sulcatus"
"26255","Sunagocia otaitensis"
"26256","Apogon lineatus"
"26257","Cynoglossus robustus"
"26258","Hapalogenys analis"
"26259","Johnius belangerii"
"26260","Johnius distinctus"
"26261","Mustelus griseus"
"26262","Nibea albiflora"
"26263","Ophichthus tsuchidae"
"26264","Polydactylus sextarius"
"26265","Thryssa dussumieri"
"26266","Uroconger lepturus"
"26267","Netuma thalassina"
"26268","Zebrias zebra"
"26269","Johnius grypotus"
"26270","Sebastiscus marmoratus"
"26271","Thamnaconus modestoides"
"26272","Bathycongrus retrotinctus"
"26273","Cephaloscyllium umbratile"
"26274","Erythrocles schlegelii"
"26275","Parapercis maculata"
"26276","Plectorhinchus schotaf"
"26277","Spratelloides gracilis"
"26278","Symphurus novemfasciatus"
"26279","Synodus rubromarmoratus"
"26280","Takifugu radiatus"
"26281","Upeneus vittatus"
"26282","Parapercis pulchella"
"26283","Halichoeres scapularis"
"26284","Acanthocepola indica"
"26285","Callionymus valenciennei"
"26286","Parapterois heterura"
"26287","Uranoscopus bicinctus"
"26288","Emmelichthys struhsakeri"
"26289","Lutjanus russellii"
"26290","Plectorhinchus lessonii"
"26291","Takifugu poecilonotus"
"26292","Thamnaconus modestus"
"26293","Acreichthys hajam"
"26294","Apogon fleurieu"
"26295","Apogon notatus"
"26296","Arothron immaculatus"
"26297","Chaetodermis penicilligerus"
"26298","Plectorhinchus pictus"
"26299","Dasyatis ushiei"
"26300","Johnius dussumieri"
"26301","Okamejei boesemani"
"26302","Rhinobatos formosensis"
"26303","Cheilodactylus zonatus"
"26304","Myliobatis tobijei"
"26305","Sebastiscus albofasciatus"
"26306","Chiloscyllium plagiosum"
"26307","Encheliophis homei"
"26308","Microcanthus strigatus"
"26309","Teixeirichthys jordani"
"26310","Uranoscopus chinensis"
"26311","Callionymus doryssus"
"26312","Dasyatis bennettii"
"26313","Dasyatis zugei"
"26314","Galeus eastmani"
"26315","Gymnura zonura"
"26316","Narcine timlei"
"26317","Pagrus major"
"26318","Sphyraena pinguis"
"26319","Thysanophrys longirostris"
"26320","Coryphaenoides asper"
"26321","Polymixia berndti"
"26322","Synchiropus masudai"
"26323","Xyelacyba myersi"
"26324","Arnoglossus yamanakai"
"26325","Lepidotrigla kanagashira"
"26326","Sardinella melanura"
"26327","Strophidon sathete"
"26328","Ventrifossa sp1"
"26329","Ventrifossa sp2"
"26330","Torpedo tokionis"
"26331","Engraulis japonicus"
"26332","Cociella crocodila"
"26333","Hime formosanus"
"26334","Brosmophyciops pautzkei"
"26335","Drepane longimana"
"26336","Equulites rivulatus"
"26337","Liopropoma latifasciatum"
"26338","Pampus argenteus"
"26339","Sardinella fimbriata"
"26340","Scoliodon laticaudus"
"26341","Acanthopagrus berda"
"26342","Anyperodon leucogrammicus"
"26343","Peristedion nierstraszi"
"26344","Sebastiscus tertius"
"26345","Chelidonichthys spinosus"
"26346","Dasyatis acutirostra"
"26347","Parapercis somaliensis"
"26348","Rhinopias xenops"
"26349","Chlorophthalmus acutifrons"
"26350","Halieutaea stellata"
"26351","Ophidion asiro"
"26352","Cynoglossus bilineatus"
"26353","Gazza achlamys"
"26354","Ammodytoides kimurai"
"26355","Larimichthys crocea"
"26356","Parapercis ommatura"
"26357","Hapalogenys nigripinnis"
"26358","Upeneus subvittatus"
"26359","Ateleopus purpureus"
"26360","Hymenocephalus longiceps"
"26361","Ijimaia dofleini"
"26362","Polyipnus stereope"
"26363","Ventrifossa rhipidodorsalis"
"26364","Bembrops curvatura"
"26365","Dysomma anguillare"
"26366","Lophius litulon"
"26367","Ophichthus urolophus"
"26368","Polymixia longispina"
"26369","Macrocephenchelys brevirostris"
"26370","Miroscyllium sheikoi"
"26371","Polymixia japonica"
"26372","Bascanichthys kirkii"
"26373","Glossanodon semifasciatus"
"26374","Glyptophidium japonicum"
"26375","Laemonema palauense"
"26376","Polyipnus spinifer"
"26377","Satyrichthys hians"
"26378","Synchiropus altivelis"
"26379","Ophichthus macrochir"
"26380","Diaphus bertelseni"
"26381","Diplophos orientalis"
"26382","Ventrifossa macroptera"
"26383","Acromycter nezumi"
"26384","Coelorinchus macrochir"
"26385","Diaphus nielseni"
"26386","Dolicholagus longirostris"
"26387","Parabathymyrus macrophthalmus"
"26388","Satyrichthys amiscus"
"26389","Squaliolus laticaudus"
"26390","Taenioides cirratus"
